movieId,keywords
1773,"bank, bank manager, banker, great depression, banking, small community"
27095,"male nudity, female nudity, menage a trois, judo, youth"
4283,crocodile
7457,"sex, kidnapping, hostage drama, swimming pool, drug"
8398,"hitchhiker, series of murders, road movie"
3549,"copenhagen, daughter, marriage crisis, orphanage, wealth, wedding, india, family, woman director, fear of dying"
6166,new year's eve
46919,"eroticism, feminism, collage, farce, teenage girl, flapper, woman director, repeated line, phallic symbol, dumbwaiter, sound effect"
1265,"brother sister relationship, friendship, bullying, neighbor, school, drawing, based on children's book, school bus, imagination, creek, clubhouse, reality vs fantasy, outsider, fantasy world, overflowing with imagination"
27432,"shoe seller, money, slaughterhouse"
50754,
1257,"mother, guitar, sister sister relationship, profession, new love, architect, mother role, lonely hearts ad, men, clothing, single, mother daughter relationship, los angeles, fashion, single father"
1248,"winter, psychopath, horror, serial killer"
56165,"vampire, dracula, billy the kid, b movie"
5206,"office, it-expert, takeover"
1252,"nurse, women, detective, sister sister relationship, eroticism, seduction, longing, undercover agent, victim of murder, greed, lonely hearts ad, observer, femme fatale, loneliness"
2062,"paris, brother brother relationship, expensive restaurant, river, cook, mouse, confidence, roof, window, leaving one's family, work, restaurant critic, kitchen, spice, court, cookbook, family, chef, rat"
2266,"paris, city portrait, jazz, subway, new love, immigration, nanny, tourist, woman director"
5172,"nasa, texas, dream, fbi, bankrupt, peasant, earth, farm, insanity, rocket, life's dream, spinner, space, independent film, astronaut, family"
40973,lgbt
2016,"world war ii, algerian, german, northern africa, french, army, institutional discrimination, independent film, infantry, heroic bloodshed"
3024,"london england, double life, jekyll and hyde"
47200,woman director
1250,"religion and supernatural, dying and death, devil's son, ghost world, stunts, flame, based on comic, demon"
4169,"spy, undercover, loyalty, headquarter, based on true story, family, surveillance, fbi agent, russian spy, political thriller"
3594,"suicide, based on novel, hotel room, obsession, sadomasochism, psychological thriller, killer, family, numbers"
26655,sport
42721,japanese new wave
27523,"sicily, mafia, death, sicilian mafia"
27313,"hippie, grindhouse, motorcycle gang, rabies, bikies"
4638,"village, arrest, police, partner, murder, conspiracy, gunfight, police force, cowboy costume, accident"
1993,"italy, usa, father son relationship, sicily, tradition, home, attachment to nature, emigration, atlantic ocean, restart, fantasy, family history, utopia, ship, peasant, progress, ocean crossing, intelligence test, superstition, mute, family, emigrant"
97548,
5691,"gay, male nudity, female nudity, adultery, italian, homophobia, marriage, hell, erection, extortion, wedding, devil, masturbation, farting, wet dream, voyeurism, vignette, affair, erotic, public execution"
6443,"mockery, failure, idealist, teacher, student, betrayal by friend, woman director"
1738,"fortune teller, duringcreditsstinger"
1253,"london england, robbery, architect"
1949,"california, san francisco, killing, journalist, newspaper, mass murder, planned murder, embassy, victim, threat to death, victim of murder, code, police, murder, serial killer, reporter"
7006,"suicide, murder"
27040,"suicide, dream, flower, key, knife in hand, experimental film, woman director, short"
27864,"telekinesis, alternate reality"
8965,"atlantis, aggression by animal, sequel, norse mythology"
1271,"evisceration, javelin, shield, army, fall from height, ancient world, s.a.t., minions"
2267,"parent child relationship, cuddle rabbit, children"
6691,"broken engagement, bartender, shortage of money, greed, engagement"
1255,"river, mobile phone, bravery, archer, daughter, sewerage, pollution, formaldehyde, snack bar, family"
31040,iraq war
2977,"england, judge, new love, empowerment, country life, future, letter, law, lovers, creativity, sister, author, ireland, family"
5413,"bomb, terror, loss of son, loss of brother, loss of family, bomber, time bomb, death of a friend, northern ireland, car bomb, real ira, bomb planting"
27919,
2355,"confidence, trauma, leaving one's family, childhood memory, airplane, war on terror, music, loss of daughter, alone, cowardliness, family"
7485,"corruption, sniper, senator, conspiracy of murder, childlessness, rifle, sniper rifle, fbi agent"
1273,"new york, brother brother relationship, journalist, martial arts, crime fighter, secret identity, mutant, turtle, love, based on comic, reunion, brother against brother"
4657,"small town, fishing, male friendship, australia, marriage crisis, marriage, friendship, murder, australian aborigine, aboriginal, aborigine"
27263,detective
8199,"trailer park, beauty contest, basketball, multiple sklerose, bikini, independent film, motorcycle"
56474,"high school teacher, middle aged man"
5177,"copenhagen, new love, loser, lone wolf, society, friendship, bakery, mother daughter relationship, best friend, falling in love, drug, referee"
8270,"robbery, mentally disabled, bank robber, car crash, suspense, extreme violence, bank robbery"
1683,"river, miracle, bible, louisiana, frog, grasshopper, faith"
1267,"saving the world, tyrannosaurus rex, adoption, future, time travel, time machine, mythical creature, friendship, best friend, rescue team, family"
1272,"saving the world, bomb, sun, space marine, sunlight, solar energy, space mission, earth, expiration"
1590,"beethoven, woman director"
7183,"sense of guilt, staging, expiation, sex scandal, seduction, murder, suspense, crime"
1534,"viking, native american, torture"
118536,"journalist, manipulation, ambition, deception, duel, high society, rogue, scoundrel, war buddies, jilted woman, manipulated woman"
32627,spy
1407,"musical, song, biography, performer, audience, blindness, cat call, national anthem"
1441,"usa president, attempted murder, hitman, mission of murder, planned murder, serial killer, fbi agent"
6145,"perfect crime, planned murder, prosecution, suspect, crime"
1987,"parent child relationship, austria, camcorder, videoband, bourgeoisie, tunesia, boy's choir, wealth, video store, death"
1268,"holiday, france, film director, chaos, clumsy fellow, to drop brick, aftercreditsstinger"
559,"dual identity, amnesia, sandstorm, love of one's life, forgiveness, spider, wretch, death of a friend, egomania, sand, narcism, hostility, marvel comic, sequel, superhero, revenge"
1950,"poker, sport, las vegas"
4977,"japan, dream, procession, psychoanalysis, research, mad scientist, animation, dream girl, parallel world, dream world, anime"
27904,"lovers, love"
2269,"vampire, light, darkness, battle for power, market, moscow"
1919,"nurse, canada, professor, love of one's life, forgiveness, alzheimer, marriage, past, independent film, nursing home, elderly, woman director"
4964,"alcohol, one-night stand, bed, pregnancy and birth, condom, paternity, drug use, beard, unprotected sex, duringcreditsstinger"
2976,"races, dream, dance, television, tv show, race politics, coloured, music, equality, school party, performance, integration, overweight woman, based on play or musical, duel, xenophobia, based on movie, 1960s"
8421,"sport, professional soccer player, soccer"
1562,"london england, loss of mother, loss of family, mutant, pest, dying and death, chaos, parts of dead body, survivor, supernatural, survival, on the run, zombie, danger, escapade, virus, plague, female corpse, siblings relations, deadly, chases and races, chaos and mayham, human nature"
810,"ambush, sadness, stage, liberation of prisoners, island, traitor, shipwreck, prince, ship, donkey, kingdom, theatre play, transformation, conciliation, tricks, heir to the throne, assault, boarding school, coup d'etat, teacher, best friend, dragon, cowardliness, pregnancy, capture, duringcreditsstinger"
5723,"rock and roll, pop, music style, love of one's life, fascination, music lover, song, lovers, dublin, to make music, music, music instrument, tenderness, pianist, ireland, love sickness, music band"
285,"ocean, drug abuse, exotic island, east india trading company, love of one's life, traitor, shipwreck, strong woman, ship, alliance, calypso, afterlife, fighter, pirate, swashbuckler, aftercreditsstinger"
3432,
1872,"revenge, morgue, undead"
50153,"scotland, low-budget, alien, b movie, alien invasion, moor, poverty row film"
5488,"submachine gun, lunatic asylum, grandmother granddaughter relationship, patient, psychiatrist, psychiatric"
8748,"father son relationship, loss of brother, new zealand, trauma, fast food restaurant, eagle, childhood trauma, junk food, revenge, falling in love, relationship, shark, apple"
3489,"fbi, professor, ladies' man, medical examiner, serial killer, lecture"
298,"casino, thief, revenge, heist, las vegas, pretending to be rich, labor strike"
2241,"becoming an adult, german democratic republic, neukölln"
1990,"news broadcast, decision, fall, teen angst, independent film, fatal accident, flash forward, teenager, break-up, teenage boy, security guard, nonlinear timeline, torso cut in half, skateboarder, autumn, skate park, questioning"
170261,
1979,"fire, helicopter, surfboard, mask, satellite, airplane, transformation, forest, resurrection, marvel comic, sequel, superhero, based on comic, outer space, wedding, explosion, scientist, interrogation, double cross, fantastic four, military, earth in peril, superhuman strength, duringcreditsstinger, invisibility, silver surfer, forcefield, elasticity, absorbing power"
45664,
1991,"women, disc jockey, sports car, bar, ladykiller, exploitation, sadism, female friendship, women's prison, stunts, stuntman, psychopath, stalker, gore, grindhouse, beaten to death, slasher, sadist, violence, car chase, killer car, misogynist, duringcreditsstinger"
33294,"independent film, dogme 95, woman director"
25875,
2748,"italy, prostitute, travel, relationship, divorce"
54934,
2359,"bureaucracy, usa, corruption, cuba, medicine, guantanamo bay, assurance, health care, money, hospital, doctor, illness, existence"
442,"transvestism, himalaya, father son relationship, child abuse, music record, alcohol, rock and roll, pop, grandfather grandson relationship, sweden, 1970s, becoming an adult, wodka, province, bogey, music teacher, sauna, fab four, boredom, friendship, wedding, music band, xenophobia, finland"
43836,"brother, fencing, princess, musketeer, iron mask"
1988,"terror, journalism, new love, sadness, fbi, despair, hostage drama, support, hope, friendship, faith, loss, pakistan, murder, independent film, pregnancy"
3021,"suicide, new york, hotel, fire, hotel room, wife husband relationship, suicide attempt, window, door, haunted house, research, ghost world, painting, telephone, loss of daughter, blood"
2196,"brother brother relationship, farewell, father son relationship, age difference, parent child relationship, secret, sadness, coffin, funeral, gathering, surprise, lsd, studies, hallucinogen, drug trip, arrogance, female corpse"
1571,"washington d.c., hostage, fbi, kidnapping, hacker, transport of prisoners, ex-cop, suspense, violence, car chase, cyber terrorism, action hero"
2959,"new love, ten commandments, bride, bridegroom, marriage, relation, partnership, civil registry office, priest, wedding, church"
6022,"mother, new love, bride, dying and death, friendship, mother daughter relationship, best friend, wedding, summer"
2698,"father son relationship, daily life, married couple, support, father, marriage, faith, baustelle, rescue, animal, nature, duringcreditsstinger, noah's ark"
1858,"destroy, transformation, alien, based on toy, transformers, robot, duringcreditsstinger, teenage hero"
675,"prophecy, witch, loss of lover, magic, cutting the cord, child hero, dying and death, broom, sorcerer's apprentice, school of witchcraft, black magic, death of a friend, sorcery, occultism"
3563,"coming out, firemen, single, pretend relationship"
26185,"corruption, police lieutenant"
27683,
4688,"riot, protest, musical, music, cultural difference, university, fantasy sequence, anti war, police arrest, march, woman director, 1960s"
27359,independent film
101897,
81847,
32444,"gay, brother brother relationship, coming out, independent film, coming of age, lgbt child"
2270,"witch, based on novel, new love, prince, beauty, star, kingdom, wall, falling star, royalty, unrequited love, good vs evil, fratricide"
757,"jurors, amateur detective, detective inspector, court case, covered investigation, eavesdropping, miss marple, murder mystery"
35,"father son relationship, lake, springfield, the simpsons, duff beer, garbage, pig, pollution, environmental protection agency, quarantine, alcoholism, love, alaska, dysfunctional family, dysfunctional marriage, ecology, saving lives, first love, duringcreditsstinger, donuts"
5857,"sadistic, seduction, college, striptease, sadism, multiple character, daughter"
3638,"italy, competition, loss of mother, loss of sister, new love, cook, cooking, restaurant, bars and restaurants, mother role, funeral, kitchen, perfectionist"
6589,"flying, experiment, secret lab, invention, loss of powers, supernatural powers, police, superhero, dog, duringcreditsstinger, research laboratory"
8669,"depression, suicide attempt, medicine, new love, drug addiction, private school, girlfriend, advice, cleverness, high school, toilet, school performance, drama, independent film, teenage crush, psychiatrist, school bus"
2503,"paris, corruption, madrid, assassin, based on novel, europe, prosecution, dangerous, false identity, revelation, government, weapon, interpol, sequel, conspiracy, shootout, espionage, motorcycle, violence, foot chase, moskow, dark past, langley virginia, flashback, chase on the roof, security leak"
155386,
4516,"bet, taxi driver, auction, tv show, risk, vase, friendship, friends, soccer"
8141,"new york, san francisco, alcoholism, serial killer, alcoholic"
59995,"gay, independent film, coming of age"
1721,"airplane, fistfight, thin, diamond, opal"
8363,"becoming an adult, high school, young people, one night"
4658,"ice, bravery, instinct, polar bear, walrus, rivalry, survival, family, antarctic"
5956,"child abuse, baby, brother sister relationship, nanny, mother-in-law, bible, intellectually gifted, malice, sleeplesness, psychoterror"
6535,"prison, music record, manager, soul, hip-hop, radio station, prisoner, radio, radio presenter, radio transmission, musical, record producer, music, concert, easy listening, music tv programme, music festival, woman director"
1127,"female nudity, women, prostitute, sex, aids, madrid, depression, solidarity, immigration, empowerment, strong woman, future, blow job, hope, red-light disctrict, stay permit, punter, female friendship, friendship, fellatio, single, unsimulated sex, illegal immigrant, racism, sadist, hiv positive, madrid spain, off screen rape"
1393,"tradition, shepherd, daily life, mythology, family's daily life, vagabund, mongolia, dog, family, woman director"
2701,"bible, biography"
5174,ambassador
3542,"baby, new love, country house, eroticism, wheelchair, passion, bourgeoisie, longing, surprise, independent film, wedding, extramarital affair, woman director"
4349,"assassination, assassin, terrorist, explosive, fbi, chase, saudi arabia, investigation, police, medical examiner, terrorism, fbi agent, arab, bomb attack"
4858,"remake, alien, escape, alien invasion, alien infection, sleeping, doppelganger, news report, text messaging, siren, contamination"
2082,"mask, babysitter, sadism, psychopath, escape, cowardliness, cruelty, extreme violence, maniac, reboot, duringcreditsstinger, disturbed child, michael myers"
1845,"paris, venice, taxi, italo-american, photographer, culture clash, taxi driver, restaurant owner, relationship problems, photography, independent film, woman director"
6609,"civil war, pile of dead bodies, spaghetti western"
81700,
2335,marseille
4351,"corruption, rape, journalist, threat to death, cuidad juarez, buried alive, suspense"
2882,"paris, roommate, cleaning lady, cook, grandmother grandson relationship, fractured leg, designer, charity, lovers, kiss, flu, apartment"
6916,"chase, crime boss, car crash, car chase, truck driver, automobile racing, dune buggy, bumper car, buddy movie"
84242,
1992,"loss of child, military base, gas, grindhouse, zombie, splatter"
5176,"parent child relationship, saloon, hero, liberation of prisoners, transport of prisoners, wilderness, dying and death, race against time, railway car, stetson, rivalry, gang, gunfight, crime, family, psychological, dishonesty, heroic mission, righting the wronged, chases and races, mind and soul"
4141,"prostitute, baby, new love, hero, ball, chase, dying and death, weapon, shootout, blood, violence"
4347,"based on novel, sister sister relationship, flirt, loss of sister, new love, world war ii, book, mistake, innocence, author, redemption, summer"
523,"germany, confession, depression, 1970s, mental disease, desperation, becoming an adult, religious education, epilepsy, mortification, paranoia, exorcism, southern germany, site of pilgrimage, cutting the cord, pedagogics, therapist, daughter, friendship, freedom, prayer, delusion"
2009,"rape, hotel room, totalitarian regime, cohabitant, female friendship, dormitory, best friend, contraception, romanian new wave"
3469,"based on novel, jealousy, shepherd, rage and hate, farm, victorian england, farm life, country, british soldier, romantic drama"
4413,"metropolis, bravery, urban life"
6973,"father son relationship, detective, war crimes, patriotism, homicide, investigation, iraq, military service, police, cover-up, disappearance, murder investigation"
7913,"new delhi india, students' movement, war of independence, student, celebration"
77210,"paris, american"
4629,"sea, beach, adoption, male friendship, hope, friendship, orphanage, rivalry, teenage crush, best friend"
5353,"civil war, spy, hotel, journalist, journalism, war crimes, hidden camera, war victim, war correspondent, war, balkan war, serbia"
2252,"london england, gay, male nudity, female nudity, father son relationship, sex, jealousy, underworld, undercover, hitman, russian, diary, human trafficking, midwife, murder, mother daughter relationship, orphan, gangster, motorcycle, bathhouse"
6641,"london england, sex, screenplay, new love, lifestyle, vernissage, fashion journal, lover, lovers, arts, relation, make a match, fashion photographer, woman between two men, pretended love, homosexuality, relationship, fashion, extramarital affair"
5915,"male nudity, parent child relationship, camping, cutting the cord, self-discovery, wilderness, biography, based on true story, pubic hair, alaska, journey"
4588,"sexual obsession, china, sex, resistance, japanese, in love with enemy, cheating, traitor, shanghai, insurgence, war on freedom, lover, occupying power, insurrection, secret love, love, extramarital affair, resistance fighter"
2728,"gun rampage, machinegun, holocaust joke, based on video game, person running amok"
2274,"fight, dynasty, chosen one, earth, immortality, bad power, good vs evil, based on young adult novel"
7211,"bookshop, daughter, relationship, widower, shore, advice columnist, single father, duringcreditsstinger"
4538,"brother brother relationship, dysfunctional family, india, train attendant, drinking syrup, healing, steward, catharsis"
2001,"new york, father son relationship, nightclub, gangster"
4517,"england, assassination, spain, virgin, colony, governance, queen elizabeth i, religious war, tudors, execution, middle ages, catholicism, sea battle, palace intrigue"
4566,"killing, restaurant, chambers of a barrister, scandal, pretended suicide, lawsuit, car bomb, business ethics, crooked lawyer"
4520,"age difference, lover (female), insurance fraud, men, remake, millionaire, resident"
6615,"garage, lone wolf, dying and death, loss, delusion, puppet, doll"
4513,"sunrise, winter, vampire, marriage crisis, alaska, based on graphic novel, blizzard, blood lust, polar night"
5125,"anti terror, terror, cia, loss of son, police brutality, terrorist, loss of brother, war against terror, kidnapping, intelligence, despair, inhumanity, senator, plo, civil rights activist, hijacking, terror cell, loss of husband, politics, politician, government, loss of daughter, torture by the police, torture, cruelty, american, surveillance"
3877,"sadness, loss of father, junkie, luxury, heroin, beauty, charity, funeral, widow, loss of husband, ersatz, best friend, woman director"
8954,"loss of son, sense of guilt, baseball, sadness, dying and death, funeral, police, klienten, obsequies, revenge, lawyer, family, car"
4771,"corruption, robbery, detective, based on novel, boston, kidnapping, blackmail, police, murder, conspiracy, gang, pedophile, violence, drug, alcoholic, addict, child kidnapping, neo-noir"
4512,"killing, admiration, hold-up robbery, to shoot dead, idol, missouri, media, jesse james, cowardliness, family, coward"
84972,concentration camp survivor
1922,"london england, prostitute, parent child relationship, ambulance, new love, son, female friendship, hospital, illegal prostitution, illness"
84567,
2011,"civil war, parent child relationship, 1970s, puberty, totalitarian regime, cutting the cord, punk, bomb alarm, war, adult animation, punk band, woman director"
5708,"manchester city, medicine, new love, epilepsy, wife, punk, recording contract, record producer, record label, music, independent film, extramarital affair, music band"
5951,"hippie, infidelity, literature, book, older woman seduces younger guy, jane austen, book club, single, teacher, mother daughter relationship, author, break-up, reading, woman director"
114033,"immigrant, west indian, nicaraguan"
33688,"bygda, norsk"
90374,
27827,woman director
3603,"new zealand, sheep, animal horror"
2014,"prison, mother, loss of lover, istanbul, homeland, release from prison, dying and death, funeral, women's prison, step mother, loss of daughter"
663,"ice, victim, pain, games, psychopath, blood, electric chair, doctor, torture, violence, police officer, fbi agent, female corpse"
27276,
95560,old dark house
48301,"martial arts, shaolin kung fu"
2015,"loss of son, suicide attempt, loss of husband, faith, independent film, south korea"
7347,"slum, police brutality, brazilian, war on drugs, rio de janeiro, drug traffic, drug dealer, torture by the police, special forces, law enforcement"
5718,"robbery, treasure, cello, daughter, father, insanity, treasure hunt, idealism, single father, father figure"
5126,"underdog, adoption, education, adoptive father, childhood trauma, alienation, alien"
4982,"underdog, black people, drug traffic, drug smuggle, society, ambition, rise and fall, cop, drug dealing, police corruption, gangster, crime, police detective, family, law enforcement, aftercreditsstinger, dishonesty, criminal heroes"
5559,"factory worker, tennis, flower, florist, flower shop, pilot, college, airplane, beehive, court, aftercreditsstinger"
25755,"based on novel, bus, mountain, factory, bangkok, bottle, surrealism, train, dog, bright color"
2013,"writing, lover (female), psychological stress, dying and death, editor-in-chief, french, independent film, patient, disabled"
6977,"texas, drug traffic, hitman, united states–mexico barrier, suspense"
4953,"camcorder, videoband, delusion, nuclear power plant, video store"
26336,
5123,"loss of son, love at first sight, guitar, loss of child, love of one's life, lie, forbidden love, music lover, music, motherly love, orphanage, children, woman director"
53827,"saloon, bandit"
5817,"hairdresser, bar, sweden, jazz, new love, balcony, pickpocket, airplane, musical, beer, man-woman relation, music, relation, partnership, alienation, little boy, independent film, storm, psychiatrist, music band, blue sky, school life, anarchic comedy"
43987,"female nudity, hitman, mute, hired killer, film noir, tragic male character"
4515,"journalist, terrorist, war against terror, externally controlled action, manipulation, propaganda, manipulation of the media, future, afghanistan, political negotiations, war, past, war in afghanistan"
5375,"holiday, brother brother relationship, elves, santa claus, sleigh, earth, gift, reindeer, snow, north pole, christmas"
2310,"denmark, nordic mythology, lie, pride and vanity, folk hero, human weakness, viking, alienation, festival hall, sin, royalty, curse, battle, ancient world, adult animation, motion capture"
2284,"magic, fantasy, darkness, toy, sell, faith, puppet, wizardry, toy shop, rescue, aftercreditsstinger, piano"
6639,"sex, marriage proposal, new love, colombia, letter, love letter, dying and death, ship, marriage, cholera, teacher, principal, doctor, extramarital affair, emotions"
4723,"suicide, brother brother relationship, spy, prophecy, middle east, screenwriter, terrorist, wife husband relationship, nevada, amnesia, allegory, mass murder, kidnapping, blackmail, riot, evacuation, afghanistan, time travel, undercover agent, marxism, politics, politician, smuggling, twin brother, movie in movie, murder, surrealism, balloon, interracial relationship, anti conformity, end of the world, conspiracy, metaphysics, memory, search, dirty cop, apocalypse, los angeles, terrorism, paradox, cult film, doomsday, near future, alternate reality, split personality, big corporation, mother son relationship, no opening credits, north korea, doppelganger, government corruption, southern california, alternate timeline, karma, environmental issue, world war iii, mysterious past, absurdism, fourth dimension, santa monica california"
5876,"father son relationship, monster, supermarket, fight, artist, fog, bible, spider, survivor, faith, prayer, blood splatter, gore, giant monster, blood, anger, thunderstorm"
4523,"poison, queen, fairy tale, musical, princess, portal, animation, fantasy world, evil witch, part animation"
1620,"assassin, secret identity, intelligence, soviet union, russia, celibacy, hitman, secret society, power, power takeover, adversary, government, execution, violence, killer, based on video game, secret formula"
2268,"england, compass, experiment, lordship, uncle, polar bear, orphan, animal, based on young adult novel"
6479,"saving the world, lost civilisation, post-apocalyptic, dystopia, matter of life and death, alone, helplessness, virus, pandemic"
6477,"pop, pop star, record producer, surprise, approach, forest, music, concert, friendship, performance, chipmunk, talking animal, songwriter, talking to animals, duringcreditsstinger"
7249,
3902,"rock and roll, music style, success, john f. kennedy, advancement, bob dylan, rock, biography, music, beatnik, motorcycle crash"
8272,"father son relationship, depression, parent child relationship, brother sister relationship, professor, pflegeheim, professor for literature, son, brother, daughter, alzheimer, sister, relation, pflegen, alienation, independent film, domestic violence, writer, relationship, family, family feud, father figure, woman director"
6537,"schizophrenia, suppressed past, wife"
7326,"sexuality, becoming an adult, puberty, first time, oscar award, pregnancy and birth, pregnant minor, precocity, partnership, teenager, teenage pregnancy"
1874,"jail guard, prison cell, south africa, apartheid, nelson mandela, escape, xenophobia"
1989,"usa, kaffeehaus, poker, lovesickness, waitress, bar, night life, night, melancholy, approach, loneliness"
4946,"southern france, suspense"
64942,mary magdalene
7350,"africa, himalaya, brain tumor, wife husband relationship, sense of life, male friendship, safari, dying and death, wish, journey round the world, terminal illness, billionaire, father daughter relationship, estranged father, elderly, bucket list, taj mahal"
26600,"ship, afterlife, fate, explosion, bombing, ship passengers"
7979,"1970s, afghanistan, hang gliding, war in afghanistan, taliban, cowardice, best friend, cowardliness, child"
157373,
6637,"paris, london england, assassination, mount rushmore national memorial, riddle, father son relationship, assassin, usa president, wife husband relationship, gold, secret, treasure, family history, buckingham palace, treasure hunt, history, archaeologist, american civil war, archeology , secret formula"
7345,"brother brother relationship, deaf-mute, american dream, fanatic, pipeline, petrol, father, step father, oil, money, killer, alcoholic"
6538,"washington d.c., alcohol, cia, helicopter, refugee camp, congress, cold war, ladykiller, rocket launcher, russian, munition, war in afghanistan, dollar"
440,"predator, national guard, hybrid, alien, morgue, alien possession, triangle, infestation, xenomorph"
6575,"music record, rock and roll, pop, hip-hop, fab four, blues, pop star, rapper, record producer, rock, music, music instrument, wedding, extramarital affair, aftercreditsstinger"
6076,"love of one's life, ladykiller, one-night stand, kindergarten"
111854,"battle of the sexes, female athlete, woman director"
1488,"china, tradition, shepherd, modernity, family's daily life, vagabund, yurt, ping pong, innere mongolei, children"
54318,
6023,"job-hopping, shoe seller, letter, dying and death, loss of husband, ireland"
26990,
6557,"lovesickness, newspaper, bar, sister sister relationship, new love, wedding planer, witness, bride, bridesmaid, sister, music, romantic comedy, sibling rivalry, reporter, wedding, woman director"
60141,"brazilian, drama"
4787,"love triangle, brother brother relationship, father son relationship, sailboat, optimism, restaurant, restart, despair, mission of murder, planned murder, hope, shortage of money, theatre milieu, uncle, oldtimer, murder, money, killer, car, father figure"
33358,"gay, lesbian relationship, gay relationship, wedding"
5259,"heterosexual, ladykiller, empowerment, strong woman, orchestra, music lover, police band, independent film"
8329,"terror, obsession, camcorder, firemen, religion and supernatural, reality tv, bite, cinematographer, attempt to escape, lodger, live-reportage, found footage"
2312,"fictional place, monster, loss of family, new love, hero, love of one's life, magic, fairy tale, villain, kingdom, enchantment, bad power, son, heir to the throne, motherly love, wizardry, revenge, royalty, family, based on video game, medieval"
7191,"helicopter, monster, skyscraper, fight, camcorder, panic, chaos, supernatural, quarantine, friends, alien, rescue, survival, disaster, escape, giant monster, kaiju, military, found footage, aftercreditsstinger"
4170,"usa, sex, brother sister relationship, mexico city, border, support, insurance salesman, punter, brother, united states–mexico barrier, sister, human trafficking, rescue, independent film, criminal"
8875,"fanatic, forest, west virginia, suspense"
3575,"new york, reporter, series of murders"
32716,"gold, immigrant, dakota, sioux, outlaw"
6933,"candy, loss of sister, mobile phone, answering machine, dying and death, victim, death of a friend, sms, asthma, friendship, police, delusion, remake, cowardliness, train"
7278,"fight, queen, penguin, black hole, men, army, s.a.t., aftercreditsstinger, duringcreditsstinger"
27357,
4034,"spy, brazil, kidnapping, treasure hunt, artifact, farce, ancient"
1479,"schizophrenia, terror, sex, paranoia, adoption, investigation, daughter, murder, crime, illness, noise, mental, voices, humanity, fragmented, psyche"
2282,"women's sexual identity, love"
55294,independent film
7839,"waitress, inventor, restaurant, arrest, marriage, police, love, jail, lingerie, wedding, proposal, shopping, dare, accident"
8676,"helicopter, cemetery, boat, mexican standoff, sword, cave, shipwreck, yacht, bahamas, jet ski, treasure hunt, rivalry, scuba diving, gangster, underwater, divorce, heiress, ex-husband ex-wife relationship, henchmen"
7992,"capitalism, great britain, illegal immigration, worker, exploitation, class society, independent film"
7461,"bomb, terror, spain, usa president, terrorist, war against terror, camera, car journey, press, television, camcorder, bodyguard, safety, terror cell, limousine, media, security guard"
25919,
7942,"father son relationship, new love, fiancé, training, rent, jogging, marathon, wedding, pregnancy"
6473,helicopter
7840,"indigenous, lover (female), pyramid, mammoth, sapient, mountain village, stone age, fighter, primitive time, saber-toothed tiger"
8848,"infidelity, subway, car dealer, vault, mannequin, bahamas, strip club, wife, offer, photography, london underground, based on true story, extortion, double cross, walkie talkie, railway station, jackhammer, political corruption, bank heist, cabinet officer, corrupt policeman"
8461,"brother brother relationship, boat, psychopath, vacation, murder, suspense, neighbor, torture, dog, family"
2239,"sexuality, new love, eroticism, night life, dying and death, beobachten, step mother, conflict, crime"
7985,"marriage proposal, isolation, yellow press, fairy tale, beauty, pig, nose, motherly love, make a match, modern fairy tale"
7343,"slum, father son relationship, street gang, brazilian, becoming an adult, rio de janeiro, loss of father, father murder, will to survive, battle for power, matter of life and death, street riots, boy gang, independent film, gang, youth gang, father figure"
6391,"women, role of women, fractured leg, tel aviv, wedding, maid, woman director"
3764,"japan, sea, boat, island, will to survive, water, no dialog, violence, family, japanese new wave, slap"
8944,"film producer, midlife crisis, independent film, divorce"
33166,"sport, teammate, narcissism, injury, skiing"
383,"individual, gay, homeless person, salesclerk, portland, youth hostel, hunger, immigration, corner shop, hustler, murder, independent film, gay sex, rebellious youth, lgbt"
155,"dc comics, crime fighter, secret identity, scarecrow, sadism, chaos, gotham city, vigilante, joker, superhero, based on comic, tragic hero, organized crime, criminal mastermind, district attorney, imax, super villain, super powers, batman"
36527,"horse, horse racing"
8456,"rebel, martial arts, underground, fight, training, champion, sport, high school, party, revenge, blood, nemesis, violence, club, brawl"
8457,"prison, jealousy, homeless person, beach, parent child relationship, fight, bodyguard, protection, nerd, high school, substitute teacher, campus, teacher, principal, celebration, school bus, aftercreditsstinger, school life, teachers and students"
511,"man vs machine, capitalism, adultery, fire, factory worker, wife husband relationship, cheating, factory, fire brigade, capitalist, bankrupt, german, profit, lodz, jew, pole, textile industry, period of promoterism, luxury, inhumanity, friendship, revenge, teacher, arsonist, humanity"
8093,"countryside, adolescence, shepherd, meditation, revolution, vagabund, living together, religion and supernatural, cultural revolution, resettlement, mongolia, miner, subjection, coercion, teacher, revolutionary, nature, woman director, plague"
4942,"american football, sports team, stadium, hero, success, sponsorship, police, games, coach, woman reporter, the big game"
25904,
8988,"post traumatic stress  disorder, iraq war veteran, u.s. soldier, woman director"
7944,"new york, film director, legend, song, public, rolling stones, rock, guest, music video, music, concert, theatre milieu, performance"
7351,"mexico, alcohol, money delivery, vault, mother role, one-night stand, baby-snatching, insanity, money, violence, drug, child"
8267,"pope, uruguay, pilgrim"
1266,"police, los angeles"
8827,"paris, one-night stand, advertising expert, film noir"
7459,"car race, loss of brother, chimp, family, duringcreditsstinger, woman director"
