cast,director,movieId
"Simon Pegg, Thandie Newton, Hank Azaria, Dylan Moran, Harish Patel, India de Beaufort, Matthew Fenton, Simon Day, Ruth Sheen, Nevan Finegan, Tyrone Huggins, Iddo Goldberg, Ameet Chana, Chris Hollins, Denis Lewis, Lorna Gayle, Gabriel Fleary, Pandora Colin, Stephen Merchant, David Walliams, Hazel Douglas, Anna Tolputt, Simon Lenagan, David Cann, T.R. Bowen, Margaret John, Floella Benjamin, David Milner, Henrietta Clemett, Peter Serafinowicz",David Schwimmer,7942
"Wesley Snipes, Emma Samms, William Hope, Anthony Warren, Peter Youngblood Hills, Ryan McCluskey, Warren Derosa, Christiaan Haig",Marcus Adams,6473
"Steven Strait, Camilla Belle, Cliff Curtis, Nathanael Baring, Mo Zinal, Affif Ben Badra, Mona Hammond, Marco Khan, Reece Ritchie, Joel Fry, Joel Virgel, Omar Sharif, Kristian Beazley, Junior Oliphant, Louise Tu'u, Jacob Renton, Grayson Hunt Urwin, Farouk Valley Omar, Boubacar Babiane, Joe Vaz, Charles Baloyi, Tim Barlow, Gabriel Malema, Mark Simmons, Hannah Westbury, Antonio Fisher, Steven Afrikaner, David Dennis, Tony Caprari, Matthew Navin, Nimiah Rodgers, Kolby Pistak, Ben Hart, Ben Coyle-Larner, Joshua Peters, Heberth Somaeb, Sadrag Nakale, Mykhail Cohen, Janine Manuel, Kabelo Murray, Andrew Stehlin, Suri van Sornsen",Roland Emmerich,7840
"Jason Statham, Saffron Burrows, Stephen Campbell Moore, Daniel Mays, James Faulkner, Alki David, Michael Jibson, Georgia Taylor, Richard Lintern, Peter Bowles, Alistair Petrie, Hattie Morahan, Julian Lewis Jones, Andrew Brooke, Rupert Frazer, Keeley Hawes, Don Gallagher, Craig Fairbrass, Gerard Horan, David Suchet, Peter de Jersey, Colin Salmon, Sharon Maughan, Angus Wright, Dylan Charles, Julian Firth, Antony Gabriel",Roger Donaldson,8848
"Naomi Watts, Tim Roth, Michael Pitt, Brady Corbet, Devon Gearhart, Boyd Gaines, Robert LuPone, Susanne C. Hanke, Linda Moran, Siobhan Fallon",Michael Haneke,8461
"Jamie Bell, Sophia Myles, Ciarán Hinds, Claire Forlani, Jamie Sives, Maurice Roeves, Ewen Bremner",David Mackenzie,2239
"Christina Ricci, James McAvoy, Catherine O'Hara, Reese Witherspoon, Peter Dinklage, Richard E. Grant, Simon Woods, Nigel Havers, Christina Greatrex, Michael Feast, Ronni Ancona, Lenny Henry, James Howard, Paul Viragh, Russell Brand, Nick Frost, Eve Pearce",Mark Palansky,7985
"Douglas Silva, Darlan Cunha, Jonathan Haagensen, Rodrigo dos Santos, Fábio Lago, Mauricio Gonçalves, Camila Monteiro, Naima Silva, Eduardo 'BR' Piranha, Luciano Vidigal, Pedro Henrique, Vítor Oliveira, Vinícius Oliveira",Paulo Morelli,7343
"Sarah Adler, Tsipor Aizen, Bruria Albeck, Ilanit Ben-Yaakov, Assi Dayan, Miri Fabian, Shosha Goren, Jonathan Gurfinkel, Gera Sandler, Nikol Leidman, Noa Raban, Ma-nenita De Latorre, Zaharira Harifai","Shira Geffen, Etgar Keret",6391
"Nobuko Otowa, Taiji Tonoyama, Shinji Tanaka, Masanori Horimoto",Kaneto Shindô,3764
"Bruce Willis, Robert De Niro, Sean Penn, Robin Wright, Stanley Tucci, John Turturro, Kristen Stewart, Lily Rabe, Marin Hinkle, Catherine Keener, Michael Wincott, Jason Kravits, Mark Ivanir, Remy K. Selma, Christopher Evan Welch, Sam Levinson",Barry Levinson,8944
"Sylvester Stallone, Robert Redford, Gene Hackman, Camilla Sparv, Karl Michael Vogler, Jim McMullan, Kathleen Crowley, Dabney Coleman",Michael Ritchie,33166
"Doug Cooeyate, Tim Streeter, Sam Downey, Nyla McCarthy, Ray Monge, Robert Lee Pitchlynn",Gus Van Sant,383
"Christian Bale, Michael Caine, Heath Ledger, Aaron Eckhart, Gary Oldman, Maggie Gyllenhaal, Morgan Freeman, Monique Gabriela Curnen, Ron Dean, Chin Han, Nestor Carbonell, Eric Roberts, Cillian Murphy, Ritchie Coster, Anthony Michael Hall, Keith Szarabajka, Colin McFarlane, Joshua Harto, Melinda McGraw, Nathan Gamble, William Fichtner, Michael Vieau, Michael Stoyanov, William Smillie, Michael Jai White, Danny Goldring, Matthew O'Neill, Olumiji Olawumi, Greg Beam, Erik Hellman, Beatrice Rosen, Vincenzo Nicoli, Edison Chen, Nydia Rodriguez Terracina, Andy Luther, James Farruggio, Tom McElroy, Will Zahrn, James Fierro, Patrick Leahy, Sam Derence, Jennifer Knox, Patrick Clear, Sarah Jayne Dunn, Charles Venn, Winston G. Ellis, David Dastmalchian, Sophia Hinshelwood, Keith Kupferer, Joseph Luis Caballero, Richard Dillane, Daryl Satcher, Chris Petschler, Aidan Feore, Philip Bulcock, Paul Birchard, Walter Lewis, Vincent Riotta, Nancy Crane, K. Todd Freeman, Matt Shallenberger, Michael Andrew Gorman, Lanny Lutz, Peter DeFaria, Matt Rippy, Andrew Bicknell, Ariyon Bakare, Doug Ballard, Helene Wilson, Tommy Campbell, Craig Heaney, Lorna Gayle, Lisa McAllister, Peter Brooke, Joshua Rollins, Dale Rivera, Matthew Leitch, Tom Lister Jr., Thomas Gaitsch, William Armstrong, Adam Kalesperis, Tristan Tait, Bronson Webb, David Ajala, Gertrude Kyles, Jonathan Ryland, James Scales, Nigel Carrington, Ian Pirie, Lateef Lovejoy, Grahame Edwards, Roger Monk, Ronan Summers, Wai Wong, Michael Corey Foster, Hannah Gunn, Brandon Lambdin, Jon Lee Brody, Debbi Burns, Maritza Cabrera, Shirin Caiola, Laura Chernicky, Henry Milton Chu, Kelli Clevenger, Richard Divizio, Tony Domino, David Fultz, Natalie Hallam, Jordon Hodges, Erron Jay, Daniel Jefferson, Nicky Katt, Thomas Kosik, Don Kress, Tim Krueger, Dan Latham, Tom McComas, James Mellor, Joseph Oliveira, Buster Reeves, Peter Rnic, Amit Shah, Michelle Shields, Sofiya Smirnova, Bruce Spielbauer, Robert Patrick Stern, Robert Stone, Richard Strobel, Tom Townsend, John Turk, John Warman, Erik A. Williams, Chris Wilson, Kevin Zaideman",Christopher Nolan,155
"Tom Burlinson, Richard Morgan, Judy Morris",Simon Wincer,36527
"Sean Faris, Amber Heard, Cam Gigandet, Djimon Hounsou, Evan Peters, Leslie Hope, Wyatt Smith, Neil Brown Jr., Lauren Leech, Nadine Avola, Tilky Jones, Steven Crowley, Tom Nowicki, Chele André, Affion Crockett, Chris Lindsay",Jeff Wadlow,8456
"Owen Wilson, Leslie Mann, Josh Peck, David Dorfman, Nate Hartley, Alex Frost, Troy Gentile, Casey Boersma, Dylan Boersma, Lisa Ann Walter, Beth Littleford, David Koechner, Matt Walsh, Janet Varney, Lisa Lampanelli, Bill O'Neill, Shaun Weiss, Jordan Valacich, Danny McBride, Ian Roberts, Julia Roth, Alex Donnelley, Katie Gill, Valerie Tian, Dana Nicole Silver, Andrew Caldwell, Vincent Malouf, Mo Gallini, Stacy Arnell, David Bowe, Tichina Arnold, Cedric Yarbrough, Robert Musgrave, Joe Wilson, Jeff Kahn, Adam Ho, Stephen Root, Lauren Glenn, Leslie Ann Lizarde, Rance Howard, Steve Bannos",Steven Brill,8457
"Daniel Olbrychski, Wojciech Pszoniak, Andrzej Seweryn, Kalina Jędrusik, Anna Nehrebecka, Bożena Dykiel, Andrzej Szalawski, Stanislaw Igar, Franciszek Pieczka, Kazimierz Opaliński, Andrzej Łapicki, Wojciech Siemion, Tadeusz Białoszczyński, Zbigniew Zapasiewicz, Jerzy Nowak, Piotr Fronczewski, Jerzy Zelnik",Andrzej Wajda,511
"Batzul Khayankhyarvaa, Tsetsegee Byamba, Banzar Damchaa, Tserendarizav Dashnyam, Dugarsuren Dagvadorj, Ehkhtaivan Uuriintuya, Namsrai Otgontogos, Gereisukh Otgon","Peter Brosens, Jessica Hope Woodworth",8093
"George Clooney, Renée Zellweger, John Krasinski, Wayne Duvall, Stephen Root, Jonathan Pryce, Jack Thompson, Max Casella, Matt Bushell, Nick Paonessa, Malcolm Goodwin, Robert Baker, Tim Griffin, Keith Loneker",George Clooney,4942
"Josef Kemr, Magda Vášáryová , Naďa Hejná, František Velecký, Karel Vasicek, Ivan Palúch, Martin Mrazek, Václav Sloup, Pavla Polaskova, Alena Pavlíková, Michal Kozuch, Zdenek Lipovcan, Harry Studt, Vlastimil Harapes, Zdenek Kutil, Frantisek Nechyba, Zdeněk Kryzánek, Jan Pohan, Otto Sevcík, Vladimír Menšík, Karla Chadimová, Pavel Landovský, Ladislav Povazay, Vašek Kovařík, Petr Sedlák, Václav Antos, Otto Lackovič, J. Maran, Alena Bradáčová, Antonín Hardt, Jaroslav Klenot, Ludvík Volf, Josef Šulc, Antonie Hegerlíková, Petr Kostka, Karolina Slunécková, Klaus-Peter Thiele, Marie Tomášová, Ladislav Trojan, Gabriela Vránová, Zdeněk Štěpánek, Martin Růžek, Jaroslav Moučka, Zdeněk Řehoř",František Vláčil,25904
"Ryan Phillippe, Abbie Cornish, Joseph Gordon-Levitt, Channing Tatum, Josef Sommer, Timothy Olyphant, Ciarán Hinds, Linda Emond, Steven Strait, Alex Frost, Rob Brown, Victor Rasuk, Quay Terry, Matthew Scott Wilcox, Connett Brewer, Mamie Gummer, Chandra Washington, Cora Cardona, Isreal Saldivar, David Kroll, Marie Mizener, Kasey Stevens, Lee Stringer, J.D. Evermore, Cory Hart, D.S. Moss, Roger Edwards, Ric Maddox, Richard Dillard, David Precopia, James D. Dever, Mark Richard, Laurie Metcalf, Jeff Gibbs, Tory Kittles, Margo Martindale, Ben Taylor, Cameron Clapp, Clifton 'Troy' Robinson, Peter Gerety, Weston Scott Higgins, Tom Minder, Victor García Jr., Robert Farrior, Mohammad Ahmed, Erik Anderson, Johnny Bartee, Stephen Belyeu, Michelle Brew, Gene Cervenka, Peter Cornwell, Ken Edwards, David Miguel Estrada, Pablo D. Flores, Matthew Garth II, Tony Gibson, Beth Gosnell, Spencer Greenwood, Holly Hargrave, Beau Harris, Garth R. Hassell, Mark A. Hernandez, Elizabeth Ingalls, Vicki V. Johnson, Brandon Lilly, Brett Lynch, James Leonardo Mayberry, Connie Maynord, Rissa Medlenka, D.J. Morrison, Mike Murehead, Amy Quick Parrish, Estella Perez, Carlos Pina, Michael D. Price, Shawn Rakowitz, Seneca Ramirez, Erica Richards, Isaac Rodriguez, Macy Salasel, Annabel Stephan, Christian Stokes, Kathryn Tait, Gary Teague, LaToya Ward, Steven A. Webb, Charlita Williams, Michele Williams, Shane Daniel Wood",Kimberly Peirce,8988
"Mick Jagger, Keith Richards, Charlie Watts, Ronnie Wood, Christina Aguilera, Jack White, Buddy Guy, Dorothy Howell Rodham, Blondie Chaplin, Tim Ries, Michael Davis, Kent Smith, Benicio del Toro",Martin Scorsese,7944
"Tilda Swinton, Kate del Castillo, Aidan Gould, Bruno Bichir, Horacio Garcia Rojas, Gastón Manuel Peterson, Saul Rubinek, Jude Ciccolella",Erick Zonca,7351
"César Troncoso, Virginia Méndez, Virginia Ruiz, Mario Silva, Jose Arce, Henry De Leon, Rosario Dos Santos, Nelson Lence, Hugo Blandamuro",César Charlone,8267
"Keanu Reeves, Forest Whitaker, Chris Evans, Hugh Laurie, Martha Higareda, Cedric the Entertainer, Naomie Harris, Common, Angela Sun, Cle Shaheed Sloan, Jayceon Terrell Taylor, Michael Monks, Jay Mohr, Terry Crews, Game, Kate Clarke, John Corbett, Amaury Nolasco, Noel Gugliemi, Michael Monks, Clifton Powell, Daryl Gates, Kenneth Choi, Wally Rudolph, Garret Sato, Kerry Wong, Aaron McPherson, Paul Anthony Barreras, Yonda Davis, Siobhan Parisi, Emilio Rivera, Michael D. Roberts, Kami Jones, Jernard Burks, Kevin Benton, Amy Dudgeon, Genesis Codina, Michaela Pereira, Jaime FitzSimons, Joanne Chew, Kel Ann Hsieh, Patrick Gallagher, Kirstin Pierce, Carlos Amezcua, David Ayer, Candice A. Buenrostro, Daniel Van Dyke, Masen Faison",David Ayer,1266
"Jean Dujardin, Vahina Giocante, Patrick Mille, Jocelyn Quivrin, Elisa Tovati, Nicolas Marié, Dominique Bettenfeld, Antoine Basler, Fosco Perinti, Dan Herzberg, Jan Kounen, Cendrine Orcier, Arsène Mosca, Niels Dubost, Aurélie Boquien, Mathis Jamet, Alexandra Ansidei, Cécile Breccia, Ana Bara",Jan Kounen,8827
"Emile Hirsch, Christina Ricci, Matthew Fox, Susan Sarandon, Scott Porter, John Goodman, Ariel Winter, Nicholas Elia, Hiroyuki Sanada, Art LaFleur, Richard Roundtree, Togo Igawa, Nan Yu, Cosma Shiva Hagen, Roger Allam, Nayo Wallace, Rain, Moritz Bleibtreu, Benno Fürmann, Ralph Herforth, Jana Pallaske, Megan Gay, Yuriri Naka, Narges Rashidi, Fang Yu, Kick Gurry","Lilly Wachowski, Lana Wachowski",7459
"Fanny Ardant, Emmanuelle Béart, Gérard Depardieu, Wladimir Yordanoff, Judith Magre, Rodolphe Pauly, Évelyne Dandry, Christian Aaron Boulogne, Aurore Auteuil, Idit Cebula, Sasha Rucavina, Macha Polikarpova, Marie Adam, Sophie Séfériadès, Serge Boutleroff, Marc Rioufol",Anne Fontaine,38376
"Jackie Chan, Jet Li, Michael Angarano, Liu Yifei, Li Bingbing, Collin Chou, Morgan Benoit, Thomas McDonell, Jack Posobiec, Juana Collignon, Zhi Ma Gui, Shen Shou He, Bin Jiang, Shaohua Yang, Yu Yuan Zeng",Rob Minkoff,1729
"Ray Stevenson, Julian Wadham, Richard Brake, Paul Blair, Brett Fancy, Enoch Frost, Julian Rivett, Michael Smiley, Johnny Meres, Xuki Robeli, Scott Peden, Charlie Jeffrey, Graeme Temple",Steve Barker,9017
"Marlon Brando, Jean Peters, Anthony Quinn, Joseph Wiseman, Arnold Moss, Alan Reed, Margo, Harold Gordon, Lou Gilbert, Frank Silvera, Joseph Granby, Fay Roope, Frank De Kova",Elia Kazan,1810
"Tina Fey, Amy Poehler, Dax Shepard, Sigourney Weaver, Greg Kinnear, Steve Martin, Romany Malco, Maura Tierney, Will Forte, Fred Armisen, Stephen Mailer, Holland Taylor, James Rebhorn, Denis O'Hare, Kevin Collins, Jason Mantzoukas, Siobhan Fallon, Alice Kremelberg, Frank Rodriguez",Michael McCullers,8780
"Malú Tarrau Broche, Jorgito Miló Ávila, Luisa María Jiménez Rodríquez, Larisa Vega Alamar, Luis Alberto García","Juan Carlos Cremata Malberti, Iraida Malberti Cabrera",26232
"Brittany Snow, Scott Porter, Jessica Stroup, Dana Davis, Kelly Blatz, Collins Pennie, Johnathon Schaech, Idris Elba, Ming-Na Wen, Jessalyn Gilsig, Kellan Lutz, James Ransone, Mary Mara, Allison Kyler, Craig Susser, Valeri Ross, Brianne Davis, Linden Ashby, Jana Kramer, Rachel Specter, Lori Heuring, Jay Phillips, Joshua Leonard",Nelson McCormick,8617
"Nina Hoss, Jacky Ido, Katja Flint, Antonio Prester, Janek Rieke, Helen Namaso Lenamarken, Nicolas Sironka, Damaris Itenyo Agweyu, Barbara Magdalena Ahren, Robert Dölle, Barbara Herschbach, Morgan Lematampash, Kiriniyaga Lenamatiyo, Christine Namkuny, John Erick",Hermine Huntgeburth,6967
"Robert Downey Jr., Terrence Howard, Jeff Bridges, Shaun Toub, Gwyneth Paltrow, Faran Tahir, Paul Bettany, Leslie Bibb, Clark Gregg, Will Lyman, Jon Favreau, Samuel L. Jackson, Stan Lee, Tom Morello, Jim Cramer, Sayed Badreya, Bill Smitrovich, Peter Billingsley, Tim Guinee, Marco Khan, Daston Kalili, Ido Ezra, Kevin Foster, Garret Noël, Eileen Weisinger, Ahmed Ahmed, Fahim Fazli, Gerard Sanders, Tim Rigby, Russell Richardson, Nazanin Boniadi, Thomas Craig Plumer, Robert Berkman, Stacy Stas, Lauren Scyphers, Frank Nyi, Marvin Jordan, Donna Evans, Reid Harper, Summer Kylie Remington, Ava Rose Williams, Vladimir Kubr, Callie Croughwell, Javan Tahir, Sahar Bibiyan, Patrick O'Connell, Adam Harrington, Meera Simhan, Ben Newmark, Ricki Lander, Jeannine Kaspar, Sarah Cahill, Justin Rex, Zorianna Kit, Lana Kinnear, Nicole Lindeblad, Masha Lund, Gabrielle Tuite, Tim Griffin, Joshua Harto, Micah A. Hauptman, James Bethea, Jeffrey Ashkin, Russell Bobbitt, Vianessa Castaños, Mike Cochrane, Crystal Marie Denha, Mellany Gandara, Halla, Rodrick Hersh, Kristin J. Hooper, Chris Jalandoni, Steve Janousek, Laura Liguori, Flavia Manes Rossi, Anthony Martins, Robert McMurrer, James M. Myers, America Olivo, Sylvette Ortiz, Brett Padelford, Ajani Perkins, Chris Reid, Toi Rose, George F. Watson, David Zyler, Nick W. Nicholson",Jon Favreau,1726
"Liam Neeson, Famke Janssen, Maggie Grace, Katie Cassidy, Holly Valance, Xander Berkeley, Olivier Rabourdin, Leland Orser, Jon Gries, Camille Japy, David Warshofsky, Goran Kostić, Radivoje Bukvić, Nicolas Giraud, Gérard Watkins, Arben Bajraktaraj, Jalil Naciri, Marc Amyot, Mathieu Busson, Michel Flash, Valentin Kalaj, Fani Kolarova, Christophe Kourotchkine, Edwin Krüger, Anca Radici, Nathan Rippy, Héléna Soubeyrand, Tommy Spahija, Anatole Taubman, Bertrand Treuil, Opender Singh, Christy Reese, George Hertzberg, Nabil Massad, Ivette González",Pierre Morel,8681
"Claire Bloom, James Mason, Hildegard Knef, Geoffrey Toone, Hilde Sessak, Aribert Wäscher, Ernst Schröder, Dieter Krause, Karl John, Ljuba Welitsch",Carol Reed,3014
"Michael Redgrave, Margaret Lockwood, Emlyn Williams, Nancy Price, Allan Jeayes, Edward Rigby, Desmond Tester, David Markham, Cecil Parker, Linden Travers, Milton Rosmer, George Carney, Ivor Barnard, Olga Lindo, Aubrey Mallalieu, Kynaston Reeves, Clive Baxter, James Harcourt, Frederick Burtwell, Dorothy Hamilton, Frank Atkinson, David Horne, Edmund Willard, Ben Williams, Harold Scott, Lionel Barrymore, Howard Douglas, Cameron Hall, Bryan Herbert, Vincent Holman, Roddy Hughes, Mike Johnson, Vi Kaley, Laurence Kitchin, Charles Rolfe, D.J. Williams",Carol Reed,43822
"Ben Barnes, William Moseley, Anna Popplewell, Skandar Keynes, Georgie Henley, Sergio Castellitto, Alicia Borrachero, Peter Dinklage, Warwick Davis, Vincent Grass, Pierfrancesco Favino, Damián Alcázar, Simón Andreu, Predrag Bjelac, Shane Rangi, Cornell John, Liam Neeson, Ken Stott, Tilda Swinton, Eddie Izzard, Klára Issová",Andrew Adamson,2454
"Harrison Ford, Cate Blanchett, Shia LaBeouf, Ray Winstone, Karen Allen, John Hurt, Jim Broadbent, Andrew Divoff, Igor Jijikine, Pavel Lychnikoff, Alan Dale, Ernie Reyes, Jr., Dimitri Diatchenko, Ilia Volok, Emmanuel Todorov, Venya Manzyuk, Joel Stoffer, Neil Flynn, V.J. Foster, Chet Hanks, Brian Knutson, Dean Grimes, Sasha Spielberg, Nicole Luther, Sophia Stewart, Chris Todd, Dennis Nusbaum, T. Ryan Mooney, Audi Resendez, Helena Barrett, Carlos Linares, Gustavo Hernandez, Maria Luisa Minelli, Nito Larioza, Jon Valera, Kevin Collins, Robert Baker, Steven A. Miller",Steven Spielberg,217
"Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis, Chris Noth, Willie Garson, David Eigenberg, Evan Handler, Jennifer Hudson, Jason Lewis, Mario Cantone, Julie Halston, Lynn Cohen, Anne Meara, Candice Bergen, Lil' Kim, Alexandra Fong, Joseph Pupo, Gilles Marini, Kerry Bishé, Bridget Regan, Amanda Setton, Rick Aiello, Annaleigh Ashford, Gilbert Cruz",Michael Patrick King,4564
"Charles Bronson, Jack Palance, James Whitmore, Simon Oakland, Ralph Waite, Richard Jordan, Victor French, Sonia Rangan, Roddy McMillan, Lee Patterson, William Watson, Paul Young",Michael Winner,26119
"Alain Delon, Charles Bronson, Olga Georges-Picot, Brigitte Fossey, Bernard Fresson, Marianna Falk, Ellen Bahl, Jean-Claude Ballard, Jean-Paul Tribout, Raoul Guylad, Catherine Sola",Jean Herman,4857
"Charles Bronson, John Houseman, Jacqueline Bisset, Maximilian Schell, Harry Guardino, Harris Yulin, Dana Elcar, Michael Lerner, George Memmoli, Dick O'Neill, Elisha Cook Jr., Jerome Thor, Val Bisoglio, Burr DeBenning, Daniel J. Travanti, Jeff Goldblum, Robert Englund",J. Lee Thompson,37626
"Will Rogers, Anne Shirley, Irvin S. Cobb, Eugene Pallette, John McGuire, Berton Churchill, Francis Ford, Roger Imhof, Raymond Hatton, Hobart Bosworth, Stepin Fetchit, C.E. Anderson, William Benedict, Heinie Conklin, D'Arcy Corrigan, Luke Cosgrave, Tex Driscoll, Grace Goodall, Ben Hall, Dell Henderson, Robert Homans, Si Jenks, John Lester Johnson, Ed Jones, Tiny Jones, Fred Kohler Jr., James A. Marcus, Louis Mason, Charles Middleton, Robert Milasch, Ferdinand Munier, Robert Parrish, Vester Pegg, Jack Pennick, Otto Richards, Lois Verner",John Ford,72609
"Jason Williams, Suzanne Fields, Joseph Hudgins, William Dennis Hunt, Candy Samples, John Hoyt, Robert V. Greene, Craig T. Nelson, Mycle Brandy, Nora Wieternik, Lance Larsen, Ron Darby, Annette Michael, Maria Arnold, Ric Lutze, Rene Bond, Terri Johnson, Norman Fields, Damon Charles, Sandy Carey, Con Covert, William Margold","Michael Benveniste, Howard Ziehm",3687
"Michael Rennie, Jill St. John, David Hedison, Claude Rains, Fernando Lamas, Richard Haydn, Ray Stricklyn, Jay Novello, Vitina Marcus, Ian Wolfe",Irwin Allen,2982
"Loredana Detto, Sandro Panseri, Tullio Kezich, Mara Revel, Guido Spadea",Ermanno Olmi,31742
"Mark Wahlberg, Zooey Deschanel, John Leguizamo, Spencer Breslin, Betty Buckley, Ashlyn Sanchez, Robert Bailey Jr., Frank Collison, Jeremy Strong, Alan Ruck, Victoria Clark, M. Night Shyamalan, Alison Folland, Kristen Connolly, Cornell Womack, Roberto Lombardi, Brian Anthony Wilson, Kerry O'Malley, Traci Law, William James Kelly, Art Lyle, Mara Hobel",M. Night Shyamalan,8645
"Edward Norton, Liv Tyler, Tim Roth, William Hurt, Tim Blake Nelson, Ty Burrell, Christina Cabot, Peter Mensah, Lou Ferrigno, Paul Soles, Débora Nascimento, Greg Bryk, Genelle Williams, Chris Owens, Al Vrkljan, Adrian Hein, John MacDonald, Shaun McComb, Simon Wong, Pedro Salvín, Julio Cesar Torres Dantas, Raimundo Camargo Nascimento, Nick Alachiotis, Jason Burke, Grant Nickalls, Joris Jarsky, Arnold Pinnock, Tig Fong, Jason Hunter, Maxwell McCabe-Lokos, David Collins, Chris Ratz, John Carvalho, Robin Wilcock, Wayne Robson, Javier Lambert, Martin Starr, Todd Hofley, Joe La Loggia, Tamsen McDonough, Michael Kenneth Williams, Roberto Bakker, Ruru Sacha, James Downing, Rickson Gracie, Stephen Gartner, Nicholas Rose, P.J. Kerr, Jee-Yun Lee, Desmond Campbell, Deshaun Clarke, Tony Nappo, Aaron Berg, David Meunier, Tre Smith, Moses Nyarko, Carlos A. Gonzalez, Yan Regis, Stephen Broussard, Matt Purdy, Lenka Matuska, Scott Magee, Wes Berger, Carla Nascimento, Krista Vendy, Mila Stromboni, Robert Downey Jr., Stan Lee",Louis Leterrier,1724
"Ross Partridge, Steve Zissis, Greta Gerwig, Elise Muller, Jett Garner, Jennifer Lafleur, Darrell Bryant, Cass Naumann, Anthony Cristo, Jen Tracy, Heather Hall, David Zellner, Dan Eggleston, Stephanie Huettner, Amy Quick Parrish, Vincent James Prendergast","Jay Duplass, Mark Duplass",5759
"Angelina Jolie, James McAvoy, Morgan Freeman, Thomas Kretschmann, Terence Stamp, Common, Marc Warren, Kristen Hager, David O'Hara, Konstantin Khabenskiy, Dato Bakhtadze, Brad Calcaterra, Lorna Scott, Chris Pratt, Sophiya Haque, Brian Caspe, Mark O'Neal, Bridget McManus",Timur Bekmambetov,8909
"Will Smith, Charlize Theron, Jason Bateman, Jae Head, Eddie Marsan, David Mattey, Thomas Lennon, Johnny Galecki, Hayley Marie Norman, Trieu Tran, Darrell Foster, Ryan Radis, Daeg Faerch, Eddie J. Fernandez, Martin Klebba, Matt Bettinelli-Olpin, Samantha Cannon, Rico Devereaux, Brandon Ford Green, Johnathan Hallgrey, Alexa Havins, Edward M. Kelahan, Algerita Wynn Lewis, Rick Mali, Chris Mitchell, Scott Michael Morgan, Bryan Keith Ponton, Dawn Ressy, Nicholas Rich, Ron Fassler, Mark Simich, Nancy Grace, Brad Leland",Peter Berg,8960
"Robert Mitchum, Jean Simmons, Mona Freeman, Herbert Marshall, Barbara O'Neil, Leon Ames, Raymond Greenleaf, Griff Barnett, Kenneth Tobey, Jim Backus, Bess Flowers, Theresa Harris",Otto Preminger,1938
,Doug Pray,26354
"Charles Clary, Doris Pawn, Claire Adams, Lon Chaney, Jim Mason, Milton Ross, Ethel Grey Terry, Kenneth Harlan, Cesare Gravina, Montgomery Carlyle, Lee Phelps, Madlaine Traverse, Edouard Trebaol, Clarence Wilson",Wallace Worsley,27509
"Spartak Bagashvili, Sofiko Chiaureli, Medea Japaridze, Vilen Galustyan, Giorgi Gegechkori",Sergei Parajanov,26302
"David Cross, Bob Kaliban, Michelle Maryk, Meredith Lipson, Aviva Yael, Shonali Bhowmik, Juli Cross, Gordon Downs","David Cross, Lance Bangs",32263
"Lon Chaney, Lionel Barrymore, Mary Nolan, Warner Baxter, Jacqueline Gadsden, Tiny Ward, Kalla Pasha, Curtis Nero, Mae Busch, Noble Johnson, Anita Page",Tod Browning,27506
"Lee Marvin, Miou-Miou, Jean Carmet, Victor Lanoux, David Bennent, Bernadette Lafont, Grace de Capitani, Tina Louise",Yves Boisset,78321
"Paul Newman, Lee Marvin, Strother Martin",Stuart Rosenberg,45512
"Abigail Breslin, Chris O'Donnell, Julia Ormond, Stanley Tucci, Joan Cusack, Max Thieriot, Glenne Headly, Jane Krakowski, Wallace Shawn, Madison Davenport, Zach Mills, Willow Smith",Patricia Rozema,8359
"Vincent Gallo, Courteney Cox, Jeffrey Tambor, Elina Löwensohn",Justin McCarthy,80659
"Gary Cooper, Loretta Young, William Demarest, Dan Duryea, Frank Sully, Don Costello, Walter Sande, Russell Simpson, Arthur Loft, Willard Robertson, Ray Teal, Lane Chandler",Stuart Heisler,72163
"James Garner, Jason Robards, Robert Ryan, Albert Salmi, Charles Aidman, Steve Ihnat, Michael Tolan, William Windom, Lonny Chapman, Larry Gates, William Schallert, Monte Markham, Jon Voight",John Sturges,31658
"Javal Davis, Ken Davis, Tony Diaz, Tim Dugan, Lynndie England, Jefferey Frost, Megan Ambuhl Graner, Sabrina Harman, Janis Karpinski, Roman Krol, Brent Pack, Jeremy Sivits",Errol Morris,8847
"Shirley Temple, Victor McLaglen, C. Aubrey Smith, June Lang, Michael Whalen, Cesar Romero, Constance Collier, Douglas Scott, Gavin Muir, Willie Fung, Bunny Beatty, Lionel Braham, Mary Forbes, Cyril McLaglen, Pat Somerset, Hector V. Sarno",John Ford,43869
"Kad Merad, Dany Boon, Zoé Félix, Lorenzo Ausilia-Foret, Anne Marivin, Philippe Duquesne, Guy Lecluyse, Line Renaud, Michel Galabru, Stéphane Freiss, Patrick Bosso, Jérôme Commandeur, Christophe Rossignon, Zinedine Soualem, Jenny Clève","Dany Boon, Nicolas Guy",8265
"Shoichi Ozawa, Sumiko Sakamoto, Masaomi Kondo, Keiko Sagawa, Ganjiro Nakamura",Shôhei Imamura,42718
"Martina Gedeck, Robert Seeliger, Svea Lohde, Lucas Kotaranin, Nicole Marischka, Gábor Altorjay, Michael Benthin, Peter Davor",Stefan Krohmer,428
